student,weak_knowledge
1317,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 23, 24, 25, 26, 27, 32, 33, 34, 37, 39, 40, 41, 42, 43, 44, 47, 48, 49, 50, 51, 53, 56, 57, 58, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 73, 75, 76, 79, 80, 82, 83, 84, 85, 86, 87, 88, 90, 91, 92, 93, 94, 95, 96, 97, 99]"
1318,"[2, 3, 10, 11, 13, 17, 18, 19, 21, 23, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 44, 45, 47, 48, 50, 51, 52, 53, 55, 57, 60, 61, 62, 64, 65, 66, 67, 69, 73, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 94, 98, 100, 101]"
1319,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 30, 31, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 53, 54, 55, 56, 57, 58, 59, 62, 63, 64, 65, 66, 68, 72, 73, 74, 75, 76, 78, 79, 81, 82, 83, 84, 85, 86, 87, 89, 93, 94, 95, 96, 97, 98, 100, 101]"
1320,"[1, 2, 3, 4, 9, 10, 13, 14, 16, 18, 19, 20, 21, 24, 25, 26, 27, 28, 31, 34, 35, 36, 37, 41, 42, 43, 46, 49, 50, 51, 54, 55, 57, 59, 60, 61, 65, 66, 67, 68, 71, 74, 77, 78, 80, 81, 82, 83, 84, 85, 86, 88, 89, 91, 92, 93, 97, 99, 100, 101]"
1321,"[1, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 18, 21, 22, 23, 24, 26, 27, 29, 30, 31, 33, 35, 36, 37, 38, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 54, 55, 56, 57, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 77, 78, 80, 82, 83, 85, 86, 87, 88, 89, 91, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
1322,"[2, 5, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 41, 43, 45, 46, 47, 48, 50, 51, 52, 55, 56, 58, 59, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 77, 78, 81, 82, 84, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 98, 100]"
1323,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 36, 37, 38, 39, 40, 41, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 83, 84, 87, 88, 89, 90, 91, 92, 94, 95, 96, 97, 100, 101]"
1324,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 40, 41, 42, 43, 46, 48, 49, 53, 56, 57, 59, 60, 61, 63, 65, 66, 67, 68, 69, 74, 76, 77, 78, 79, 80, 81, 83, 84, 87, 88, 89, 90, 92, 93, 94, 97, 98, 100, 101]"
1325,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 25, 27, 28, 30, 31, 33, 34, 37, 40, 41, 42, 45, 46, 47, 48, 49, 51, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 71, 75, 76, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 93, 94, 95, 97, 98, 100]"
1326,"[2, 3, 4, 8, 9, 12, 14, 16, 17, 18, 19, 20, 22, 23, 25, 28, 29, 30, 31, 32, 36, 37, 38, 41, 45, 49, 51, 53, 54, 56, 57, 58, 59, 61, 64, 66, 67, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 89, 90, 91, 92, 93, 94, 95, 96, 97, 99, 101]"
1327,"[6, 13, 14, 16, 17, 18, 19, 21, 22, 24, 31, 32, 36, 37, 39, 47, 49, 50, 51, 52, 53, 54, 58, 59, 61, 64, 65, 67, 70, 71, 73, 74, 77, 82, 83, 84, 85, 87, 89, 90, 91, 92, 93, 95, 98, 99, 100, 101]"
1328,"[1, 10, 13, 16, 18, 19, 20, 21, 23, 24, 25, 26, 36, 40, 41, 43, 44, 47, 49, 53, 59, 61, 65, 68, 71, 73, 74, 76, 79, 84, 85, 86, 87, 89, 90, 91, 93, 94, 95, 96, 99, 100, 101]"
1329,"[3, 4, 6, 9, 10, 14, 16, 17, 18, 19, 20, 21, 23, 25, 26, 29, 31, 32, 33, 34, 36, 40, 41, 42, 49, 50, 53, 57, 59, 61, 62, 67, 73, 79, 80, 81, 82, 83, 84, 85, 86, 87, 90, 92, 93, 94, 95, 96, 97, 99, 100, 101]"
1330,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 22, 24, 25, 26, 27, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 49, 52, 53, 55, 56, 57, 58, 59, 60, 64, 65, 66, 67, 68, 70, 71, 72, 77, 78, 79, 80, 82, 83, 84, 87, 88, 89, 90, 91, 92, 94, 96, 98, 100, 101]"
1331,"[2, 3, 5, 7, 10, 11, 12, 13, 16, 18, 19, 20, 26, 27, 35, 40, 41, 44, 47, 48, 49, 50, 53, 54, 55, 56, 60, 62, 63, 66, 67, 68, 71, 72, 74, 75, 76, 77, 79, 80, 82, 83, 84, 86, 87, 89, 90, 91, 92, 95, 96, 97, 98, 100, 101]"
1332,"[2, 3, 5, 6, 7, 10, 12, 13, 14, 19, 20, 22, 23, 24, 25, 26, 29, 30, 31, 37, 38, 39, 40, 41, 42, 44, 45, 48, 49, 50, 51, 52, 53, 54, 60, 63, 67, 68, 69, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 89, 90, 91, 92, 94, 95, 96, 97, 98, 99, 101]"
1333,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 17, 18, 19, 21, 23, 24, 25, 26, 27, 29, 30, 31, 33, 34, 35, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 68, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 89, 91, 92, 93, 94, 95, 98, 99, 101]"
1334,"[3, 6, 8, 13, 14, 15, 16, 18, 19, 20, 21, 22, 26, 28, 30, 32, 35, 36, 38, 40, 41, 43, 44, 45, 47, 48, 49, 53, 62, 63, 66, 67, 68, 71, 73, 74, 77, 79, 80, 82, 83, 84, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
1335,"[4, 5, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 28, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41, 43, 45, 46, 48, 49, 50, 52, 53, 56, 57, 58, 61, 62, 66, 68, 69, 70, 71, 72, 74, 78, 80, 83, 84, 85, 86, 88, 90, 91, 94, 95, 96, 98, 99, 100]"
1336,"[2, 4, 9, 10, 13, 14, 16, 18, 19, 20, 22, 23, 28, 31, 36, 42, 44, 48, 49, 50, 52, 53, 55, 59, 61, 65, 66, 69, 71, 73, 74, 76, 83, 85, 86, 87, 88, 89, 90, 92, 94, 95, 101]"
1337,"[13, 16, 18, 19, 21, 23, 30, 31, 32, 34, 36, 37, 41, 44, 49, 52, 53, 56, 57, 59, 63, 65, 66, 67, 68, 69, 70, 71, 73, 76, 79, 80, 81, 83, 84, 85, 87, 88, 89, 90, 92, 93, 94, 95, 99]"
1338,"[2, 3, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 21, 23, 24, 25, 26, 27, 29, 32, 33, 34, 35, 36, 37, 39, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 88, 89, 91, 93, 94, 95, 96, 97, 98, 99]"
1339,"[1, 2, 4, 5, 6, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 62, 63, 64, 65, 68, 69, 71, 72, 73, 74, 75, 77, 78, 79, 80, 82, 83, 84, 86, 87, 88, 89, 90, 91, 93, 95, 97, 100, 101]"
1340,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 26, 28, 30, 33, 34, 35, 36, 37, 38, 40, 41, 42, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 84, 85, 86, 89, 90, 91, 94, 95, 96, 98, 99, 100, 101]"
1341,"[1, 2, 6, 7, 17, 18, 20, 21, 23, 24, 30, 31, 32, 34, 36, 37, 38, 39, 40, 41, 42, 43, 46, 53, 54, 56, 59, 61, 62, 66, 67, 70, 73, 77, 79, 80, 82, 85, 86, 87, 88, 90, 91, 93, 94, 96, 98, 99, 100, 101]"
1342,"[1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20, 23, 24, 25, 27, 28, 29, 30, 34, 35, 36, 37, 42, 43, 44, 46, 48, 49, 52, 53, 54, 55, 56, 58, 61, 62, 63, 64, 66, 67, 69, 70, 71, 72, 73, 76, 77, 78, 80, 82, 83, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 96, 97, 99]"
1343,"[1, 3, 4, 7, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 32, 33, 34, 35, 37, 39, 40, 44, 45, 47, 50, 51, 53, 54, 55, 56, 58, 59, 61, 64, 65, 66, 67, 70, 72, 76, 77, 78, 79, 81, 82, 83, 84, 85, 87, 89, 91, 92, 93, 94, 96, 97, 98]"
1344,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 27, 29, 30, 31, 32, 34, 35, 36, 37, 38, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 53, 54, 56, 57, 58, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 83, 84, 85, 86, 87, 91, 92, 93, 96, 97, 98, 99, 100, 101]"
1345,"[1, 2, 4, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 27, 28, 30, 31, 32, 33, 34, 36, 37, 40, 41, 42, 44, 45, 48, 51, 52, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 76, 77, 78, 80, 83, 84, 85, 87, 88, 89, 92, 94, 95, 97, 99, 100, 101]"
1346,"[3, 10, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 25, 30, 31, 32, 44, 46, 50, 61, 62, 64, 65, 66, 67, 71, 73, 80, 81, 82, 83, 84, 85, 87, 94, 99, 101]"
1347,"[2, 4, 6, 7, 10, 13, 14, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 53, 54, 55, 56, 57, 58, 59, 62, 63, 64, 65, 67, 68, 69, 71, 72, 73, 74, 75, 77, 78, 80, 81, 82, 84, 85, 86, 87, 88, 90, 92, 93, 94, 95, 96, 98, 100]"
1348,"[2, 5, 9, 10, 12, 13, 14, 16, 17, 19, 22, 23, 26, 34, 35, 38, 43, 44, 45, 51, 54, 57, 62, 65, 67, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 82, 85, 88, 89, 90, 91, 92, 93, 94, 95, 97, 99, 100, 101]"
1349,"[5, 7, 16, 17, 18, 19, 20, 21, 22, 23, 25, 28, 29, 30, 36, 44, 50, 61, 66, 71, 74, 76, 77, 78, 83, 85, 86, 88, 89, 90, 93, 94, 97, 99, 100]"
1350,"[1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 51, 53, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 83, 84, 86, 87, 88, 90, 91, 92, 93, 95, 96, 97, 98, 99, 100]"
1351,"[4, 5, 6, 13, 14, 16, 17, 20, 21, 25, 26, 28, 29, 30, 31, 32, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 51, 54, 55, 59, 60, 61, 62, 63, 67, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 89, 94, 97, 98, 99, 100, 101]"
1352,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 26, 28, 29, 30, 31, 33, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 60, 61, 62, 64, 65, 66, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 88, 90, 93, 94, 95, 97, 98]"
1353,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 40, 42, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 57, 58, 59, 60, 61, 64, 65, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 83, 84, 85, 87, 88, 89, 93, 94, 95, 97, 98, 99, 101]"
1354,"[2, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 23, 24, 30, 32, 33, 36, 39, 42, 45, 47, 48, 49, 50, 51, 52, 53, 55, 58, 60, 65, 68, 69, 70, 71, 76, 78, 79, 81, 82, 83, 84, 85, 86, 87, 88, 89, 91, 92, 93, 95, 97, 98, 99, 100]"
1355,"[2, 3, 4, 6, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 23, 24, 25, 26, 32, 33, 34, 38, 39, 40, 42, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 64, 65, 66, 68, 69, 70, 71, 73, 74, 75, 76, 79, 80, 82, 84, 85, 88, 90, 92, 93, 95, 96, 97, 98, 99, 100, 101]"
1356,"[1, 4, 6, 8, 9, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 33, 36, 37, 38, 40, 41, 42, 43, 45, 47, 49, 53, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 66, 68, 69, 70, 72, 74, 75, 76, 77, 78, 80, 81, 82, 83, 84, 85, 88, 90, 92, 93, 94, 96, 98, 99, 101]"
1357,"[1, 2, 3, 4, 5, 6, 8, 10, 12, 14, 15, 17, 19, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 34, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 51, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 66, 67, 68, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 100, 101]"
1358,"[3, 6, 7, 9, 13, 14, 16, 17, 19, 20, 22, 23, 24, 26, 29, 30, 31, 32, 34, 35, 36, 37, 41, 47, 51, 52, 53, 54, 57, 65, 66, 69, 70, 71, 76, 77, 80, 81, 82, 85, 87, 88, 90, 94, 97, 98, 100, 101]"
1359,"[1, 2, 6, 7, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 42, 45, 46, 48, 49, 50, 51, 54, 55, 56, 57, 58, 59, 60, 62, 64, 65, 66, 70, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 90, 91, 92, 93, 94, 95, 97, 98, 100, 101]"
1360,"[2, 4, 7, 17, 18, 19, 22, 28, 29, 31, 32, 34, 38, 40, 41, 43, 45, 46, 52, 53, 55, 59, 60, 62, 63, 64, 66, 67, 69, 73, 78, 80, 81, 82, 84, 85, 86, 87, 90, 91, 92, 93, 94, 95, 97, 98, 99, 100, 101]"
1361,"[3, 6, 8, 10, 13, 16, 18, 19, 20, 23, 24, 26, 27, 28, 30, 31, 34, 35, 36, 37, 40, 41, 44, 45, 47, 49, 50, 51, 53, 54, 55, 59, 62, 67, 69, 70, 72, 73, 74, 76, 78, 79, 80, 82, 84, 86, 87, 88, 90, 95, 98, 99, 100, 101]"
1362,"[3, 4, 7, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 35, 36, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 54, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 71, 73, 74, 75, 76, 78, 80, 81, 82, 83, 84, 85, 86, 88, 91, 92, 93, 94, 95, 96, 97, 98, 99]"
1363,"[1, 3, 7, 12, 14, 16, 17, 18, 19, 20, 21, 23, 24, 28, 30, 31, 36, 41, 42, 45, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66, 67, 71, 72, 73, 75, 78, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 101]"
1364,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 23, 25, 26, 27, 28, 29, 31, 34, 35, 37, 39, 40, 41, 42, 43, 46, 49, 50, 51, 52, 53, 54, 55, 57, 61, 63, 64, 65, 66, 67, 68, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 84, 86, 88, 89, 90, 91, 92, 97, 98, 100]"
1365,"[1, 2, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 26, 27, 29, 30, 34, 35, 37, 39, 40, 42, 44, 45, 46, 47, 48, 49, 50, 51, 54, 55, 56, 58, 59, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 75, 77, 78, 79, 81, 85, 87, 90, 91, 92, 94, 96, 98, 99, 100, 101]"
1366,"[7, 13, 16, 18, 19, 21, 22, 23, 26, 39, 41, 43, 56, 60, 62, 70, 73, 74, 76, 82, 83, 84, 85, 88, 91, 92, 93, 94, 95, 98, 99, 100]"
1367,"[1, 3, 4, 5, 6, 8, 9, 10, 12, 13, 16, 17, 18, 19, 20, 22, 23, 26, 28, 30, 31, 32, 35, 36, 38, 40, 41, 43, 45, 46, 47, 48, 49, 54, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 73, 76, 77, 79, 80, 81, 82, 83, 84, 86, 87, 88, 89, 90, 91, 92, 99, 100]"
1368,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 90, 91, 92, 94, 95, 96, 97, 98, 100, 101]"
1369,"[2, 3, 6, 12, 13, 18, 21, 24, 26, 27, 28, 30, 32, 33, 38, 40, 41, 44, 46, 47, 48, 52, 55, 56, 57, 58, 59, 61, 62, 64, 68, 69, 71, 72, 74, 80, 81, 84, 85, 87, 89, 92, 96, 97, 98, 99, 100]"
1370,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 14, 16, 17, 18, 20, 21, 23, 30, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 57, 58, 59, 60, 62, 63, 64, 65, 67, 69, 70, 72, 73, 76, 77, 78, 79, 80, 82, 83, 85, 87, 88, 89, 90, 92, 93, 94, 95, 96, 99, 100, 101]"
1371,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 26, 28, 29, 30, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 53, 54, 55, 56, 57, 58, 59, 63, 65, 66, 68, 70, 71, 72, 73, 74, 76, 78, 79, 84, 85, 86, 87, 88, 89, 90, 91, 92, 94, 95, 96, 98, 99, 100, 101]"
1372,"[16, 17, 18, 19, 20, 23, 28, 32, 56, 57, 82, 85, 89, 90, 92, 94, 97, 100, 101]"
1373,"[1, 2, 3, 5, 6, 7, 8, 9, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 59, 60, 61, 62, 63, 64, 71, 73, 75, 76, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 91, 92, 94, 95, 97, 98, 100]"
1374,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 39, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 56, 58, 59, 60, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 75, 76, 77, 78, 80, 82, 83, 84, 87, 88, 89, 90, 91, 92, 93, 95, 96, 98, 99, 101]"
1375,"[1, 7, 9, 17, 18, 20, 22, 28, 31, 38, 39, 43, 50, 56, 57, 73, 76, 80, 81, 82, 83, 88, 90, 98, 99, 100]"
1376,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 13, 15, 18, 19, 20, 21, 22, 26, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 47, 48, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 62, 64, 66, 67, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 93, 96, 97, 98, 99, 100, 101]"
1377,"[1, 4, 7, 9, 11, 13, 15, 16, 19, 20, 21, 22, 24, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 38, 40, 42, 44, 46, 48, 49, 50, 52, 53, 54, 56, 61, 64, 65, 66, 69, 75, 76, 77, 78, 81, 82, 84, 87, 89, 90, 91, 92, 93, 94, 97, 98, 99, 101]"
1378,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 20, 21, 23, 25, 26, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 66, 67, 68, 70, 71, 74, 77, 78, 80, 81, 83, 84, 85, 86, 87, 89, 90, 91, 92, 93, 95, 96, 98, 99]"
1379,"[1, 2, 3, 5, 6, 7, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 62, 63, 64, 66, 67, 68, 69, 70, 72, 75, 76, 77, 78, 80, 82, 83, 84, 85, 87, 89, 95, 96, 97, 98]"
1380,"[1, 3, 6, 7, 9, 10, 12, 13, 14, 18, 21, 22, 23, 24, 25, 30, 32, 33, 35, 36, 37, 38, 39, 40, 41, 45, 47, 50, 51, 52, 54, 58, 61, 62, 63, 64, 65, 66, 69, 73, 76, 77, 80, 83, 84, 86, 87, 88, 89, 90, 91, 92, 93, 96, 98, 101]"
1381,"[1, 5, 9, 10, 14, 16, 18, 19, 20, 22, 23, 25, 32, 38, 41, 44, 48, 49, 50, 51, 52, 53, 55, 56, 58, 59, 60, 61, 64, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 88, 89, 90, 93, 94, 99, 100, 101]"
1382,"[1, 2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 23, 25, 26, 27, 28, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 46, 47, 48, 49, 56, 57, 58, 59, 61, 65, 66, 67, 69, 70, 71, 72, 73, 74, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 92, 94, 96, 97, 98, 100, 101]"
1383,"[1, 2, 4, 6, 10, 12, 16, 19, 20, 21, 22, 26, 27, 29, 31, 32, 33, 34, 35, 36, 37, 38, 44, 46, 47, 48, 50, 52, 53, 55, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 73, 74, 77, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 94, 96, 97, 99, 100, 101]"
1384,"[2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 44, 45, 46, 47, 51, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 72, 73, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 89, 90, 91, 92, 93, 96, 97, 99, 100]"
1385,"[2, 4, 5, 6, 7, 10, 12, 13, 14, 15, 17, 18, 19, 21, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 51, 52, 53, 54, 59, 60, 61, 62, 64, 68, 69, 70, 71, 73, 74, 75, 76, 78, 79, 80, 81, 83, 84, 85, 86, 89, 92, 93, 94, 95, 96, 97, 99, 100, 101]"
1386,"[1, 4, 9, 10, 11, 12, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 33, 35, 37, 38, 39, 41, 42, 46, 47, 48, 50, 52, 53, 59, 62, 63, 65, 66, 67, 68, 70, 74, 75, 76, 79, 80, 81, 82, 83, 86, 95, 96, 98, 99, 100, 101]"
1387,"[1, 3, 4, 5, 7, 8, 11, 13, 14, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 36, 37, 39, 41, 43, 45, 49, 51, 52, 53, 54, 55, 57, 58, 60, 61, 63, 64, 66, 67, 68, 70, 71, 73, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 91, 92, 94, 95, 97, 98, 99, 101]"
